year,bcg_mtrnoint,tic,sic
1996,0.102876561,VTGG,7372
1997,0.140770774,VTGG,7372
1998,0.162960734,VTGG,7372
1999,0.077381015,VTGG,7372
2000,0.17505261,VTGG,7372
1996,0.03170744,VLNT,3577
1996,0.084464897,4437B,2834
1997,0.132708752,4437B,2834
1998,0.12525694,4437B,2834
1999,0.097297583,4437B,2834
2000,0.142157956,4437B,2834
1997,0.090027173,3VIONQ,2836
1998,0.08520822,3VIONQ,2836
1999,0.05507079,3VIONQ,2836
2000,0.10571503,3VIONQ,2836
1997,0.297462523,BHQU,5013
1996,0.314272885,CBUK,2320
1997,0.337043752,CBUK,2320
1998,0.356861077,CBUK,2320
1999,0.351,CBUK,2320
2000,0.3452271,CBUK,2320
1996,0.208451169,3SOCT,7373
1997,0.193868331,3SOCT,7373
1998,0.207643758,3SOCT,7373
1999,0.084337417,3SOCT,7373
1996,0.291335418,NHPI.1,6531
1996,0.340663523,KFRC,7363
1997,0.34955922,KFRC,7363
1998,0.334179131,KFRC,7363
1999,0.294504228,KFRC,7363
2000,0.302044735,KFRC,7363
1996,0.352476482,VNTV.1,7372
1997,0.34931502,VNTV.1,7372
1998,0.339726073,VNTV.1,7372
1996,0.117970589,IART,3842
1997,0.137903972,IART,3842
1998,0.130450823,IART,3842
1999,0.138775815,IART,3842
2000,0.148059915,IART,3842
1995,0.269871874,ARWM,2851
1996,0.247026807,ARWM,2851
1997,0.302066097,ARWM,2851
1998,0.293745649,ARWM,2851
1999,0.26590775,ARWM,2851
2000,0.311767783,ARWM,2851
1996,0.313047433,BREW,2082
1997,0.363791357,BREW,2082
1998,0.34,BREW,2082
1999,0.239619774,BREW,2082
2000,0.28080011,BREW,2082
1996,0.3486,LTEC,3663
1997,0.322200403,LTEC,3663
1998,0.332209243,LTEC,3663
1999,0.308795488,LTEC,3663
2000,0.362151417,LTEC,3663
1996,0.35,9182B,3730
1997,0.124254198,FBCE,3357
1998,0.151074626,FBCE,3357
1999,0.154490623,FBCE,3357
2000,0.256215277,FBCE,3357
1996,0.339589838,3HOUL,5812
1997,0.344674806,KELLQ,5080
1998,0.35,KELLQ,5080
1999,0.339955342,KELLQ,5080
2000,0.34661612,KELLQ,5080
2000,0.149613829,TTMX,7372
1996,0.321507662,EUPH,3651
1997,0.188742754,EUPH,3651
1998,0.140206888,EUPH,3651
1999,0.090200558,EUPH,3651
2000,0.114563835,EUPH,3651
1997,0.241551592,HRBC,7372
1998,0.246001382,HRBC,7372
1999,0.2495389,HRBC,7372
1997,0.254879623,WNUT.,8742
1997,0.106894064,MAKO.1,3730
1996,0.0708937,3AXSO,7372
1997,0.105911616,3AXSO,7372
1998,0.098515958,3AXSO,7372
1999,0.102224925,3AXSO,7372
2000,0.099263122,3AXSO,7372
1997,0.311553721,3VCAT,8742
1998,0.277734912,3VCAT,8742
1999,0.299057534,3VCAT,8742
2000,0.34,3VCAT,8742
1996,0.179169357,KYZN,2842
1997,0.135088483,KYZN,2842
1998,0.192914898,KYZN,2842
1999,0.156598734,KYZN,2842
2000,0.168078619,KYZN,2842
1996,0.13162634,TRKN.,3559
1997,0.182548056,TRKN.,3559
1998,0.104585678,TRKN.,3559
1999,0.096974532,TRKN.,3559
2000,0.146514253,TRKN.,3559
1996,0.319472383,CSIN,3823
1996,0.33521615,3CVANQ,2621
1997,0.341714085,3CVANQ,2621
1998,0.35,3CVANQ,2621
1999,0.35,3CVANQ,2621
1996,0.303065058,AAIR.2,4512
2000,0.130597588,PWRM,2835
1998,0.077917808,GLGSQ,2836
1999,0.03223727,GLGSQ,2836
2000,0.095931521,GLGSQ,2836
1997,0.093288944,MBTA,7389
1998,0.118002673,MBTA,7389
1999,0.127297894,MBTA,7389
2000,0.118089532,MBTA,7389
1996,0.32144823,BTN,3861
1997,0.322,BTN,3861
1998,0.32784037,BTN,3861
1999,0.329401183,BTN,3861
2000,0.34,BTN,3861
1997,0.300028623,TBCOA,4832
1998,0.33231028,TBCOA,4832
1996,0.143083512,POCC,5171
1997,0.11759484,POCC,5171
1998,0.09914071,POCC,5171
1999,0.135907276,POCC,5171
2000,0.182677529,POCC,5171
1995,0.349484484,CGGIQ,3620
1996,0.3498,CGGIQ,3620
1997,0.35,CGGIQ,3620
1998,0.335507391,CGGIQ,3620
1999,0.35,CGGIQ,3620
2000,0.35,CGGIQ,3620
1996,0.253867945,BYDSQ,3714
1996,0.297760858,PARO,3360
1997,0.314471932,PARO,3360
1998,0.315963192,PARO,3360
1999,0.34,PARO,3360
2000,0.151038495,PARO,3360
1997,0.297108357,RECQQ,5093
1998,0.253549854,RECQQ,5093
1996,0.332306718,SMSI,7372
1997,0.39,SMSI,7372
1998,0.34,SMSI,7372
1999,0.278980273,SMSI,7372
2000,0.314982791,SMSI,7372
1996,0.33337694,EQUU,7948
1997,0.332608548,EQUU,7948
1998,0.279104756,EQUU,7948
1999,0.286231101,EQUU,7948
2000,0.34,EQUU,7948
1996,0.329197053,MD,8011
1997,0.344326952,MD,8011
1998,0.343967052,MD,8011
1999,0.343475928,MD,8011
2000,0.346903669,MD,8011
1996,0.057939783,PAS.2,2086
1997,0.12586899,PAS.2,2086
1998,0.157166917,PAS.2,2086
1999,0.213871248,PAS.2,2086
1996,0.30321328,PRMO.,7372
1996,0.339547759,9215B,2086
1997,0.336382425,9215B,2086
1996,0.269603147,ALTM.1,7310
1997,0.254319809,ALTM.1,7310
1998,0.231009961,ALTM.1,7310
1999,0.14870413,ALTM.1,7310
2000,0.337345593,ALTM.1,7310
1996,0.097988415,PBPH,8731
1997,0.131793923,PBPH,8731
1998,0.144450863,PBPH,8731
1999,0.12559314,PBPH,8731
2000,0.182732812,PBPH,8731
1996,0.345637157,TALK,4813
1997,0.320363459,TALK,4813
1998,0.158382783,TALK,4813
1999,0.259230414,TALK,4813
2000,0.1539826,TALK,4813
1996,0.361912607,GSCN,3559
1997,0.331280321,GSCN,3559
1996,0.337391861,CVOVQ,2670
1997,0.341866359,CVOVQ,2670
1998,0.334181738,CVOVQ,2670
1999,0.333720475,CVOVQ,2670
2000,0.337381314,CVOVQ,2670
1996,0.349540222,MEH,4512
1997,0.33232565,MEH,4512
1998,0.3498,MEH,4512
1999,0.338537122,MEH,4512
2000,0.295176425,MEH,4512
1996,0.343,SPOT.1,4899
1997,0.275501186,SPOT.1,4899
1998,0.35,SPOT.1,4899
1999,0.331306754,SPOT.1,4899
2000,0.344665916,SPOT.1,4899
1996,0.325701192,UDCI,6324
1997,0.34,UDCI,6324
1996,0.328804273,VENP,7363
1997,0.317914917,VENP,7363
1998,0.333581286,VENP,7363
1999,0.329,VENP,7363
2000,0.334331191,VENP,7363
1996,0.021499021,CRAY,3571
1997,0.014689853,CRAY,3571
1998,0.056893203,CRAY,3571
1999,0.027674407,CRAY,3571
2000,0.126726386,CRAY,3571
1996,0.137507014,ACMM.,3861
1997,0.100386155,ACMM.,3861
1998,0.093879005,ACMM.,3861
1999,0.080573005,ACMM.,3861
2000,0.122882153,ACMM.,3861
1998,0.331700933,WBR.2,7011
1999,0.168797395,WBR.2,7011
2000,0.294583521,WBR.2,7011
1996,0.10041531,CKFR,7389
1997,0.126534463,CKFR,7389
1998,0.184646429,CKFR,7389
1999,0.143437046,CKFR,7389
2000,0.190029675,CKFR,7389
1997,0.229692144,BWSI,3674
1998,0.153933898,BWSI,3674
1999,0.171337353,BWSI,3674
2000,0.209086909,BWSI,3674
1996,0.041660644,CDSG,2834
1997,0.073293085,CDSG,2834
1998,0.11918366,CDSG,2834
1999,0.038961848,CDSG,2834
2000,0.151592317,CDSG,2834
1996,0.337279008,CMSX,7370
1997,0.335407536,CMSX,7370
1998,0,CMSX,7370
1996,0.114726235,DEPO.,2834
1997,0.08127507,DEPO.,2834
1996,0.31896957,MPDI,3663
1997,0.272928934,MPDI,3663
1998,0.287775309,MPDI,3663
1999,0.275760471,MPDI,3663
1996,0.325825144,RHPS,2084
1997,0.277879433,RHPS,2084
1998,0.326544296,RHPS,2084
1999,0.308269861,RHPS,2084
1996,0.244112314,SOLR.1,3851
1997,0.295110243,SOLR.1,3851
1998,0.198487257,SOLR.1,3851
1999,0.264063209,SOLR.1,3851
1997,0.350321439,PLNTQ,3714
1998,0.306959836,PLNTQ,3714
1999,0.3514,PLNTQ,3714
2000,0.247560978,PLNTQ,3714
1995,0.35,ERIE,6411
1996,0.35,ERIE,6411
1997,0.35,ERIE,6411
1998,0.35,ERIE,6411
1999,0.345904751,ERIE,6411
2000,0.349508601,ERIE,6411
1996,0.112048045,APGI,5900
1997,0.124844654,APGI,5900
1998,0.142327445,APGI,5900
1999,0.115196876,APGI,5900
2000,0.117483801,APGI,5900
1996,0.346700501,DDII,2750
1996,0.316485174,FIFS,6153
1997,0.29919056,FIFS,6153
1998,0.359096246,FIFS,6153
1999,0.331714721,FIFS,6153
2000,0.328466788,FIFS,6153
1997,0.284170338,BOGN,3661
1998,0.306840271,BOGN,3661
1999,0.29411774,BOGN,3661
2000,0.297201062,BOGN,3661
1996,0.35,ESST,3674
1997,0.32852268,ESST,3674
1998,0.35,ESST,3674
1999,0.33061109,ESST,3674
2000,0.338593556,ESST,3674
1996,0.364477939,GADZQ,5651
1997,0.351208919,GADZQ,5651
1998,0.326319029,GADZQ,5651
1999,0.356308114,GADZQ,5651
2000,0.349464048,GADZQ,5651
1997,0.320971567,LCRY,3825
1998,0.34,LCRY,3825
1999,0.34,LCRY,3825
2000,0.268013901,LCRY,3825
1997,0.11549046,MYGN,2835
1998,0.131972168,MYGN,2835
1999,0.097439183,MYGN,2835
2000,0.146843571,MYGN,2835
1996,0.280734268,ZCOM,2761
1997,0.2844987,ZCOM,2761
1998,0.34,ZCOM,2761
1999,0.266247802,ZCOM,2761
2000,0.263980985,ZCOM,2761
1996,0.170677639,VRTY.,7372
1997,0.107477899,VRTY.,7372
1998,0.245323318,VRTY.,7372
1999,0.329638878,VRTY.,7372
2000,0.338620317,VRTY.,7372
1996,0.314811924,VTEK,3661
1997,0.299016758,VTEK,3661
1998,0.282144871,VTEK,3661
1999,0.306138312,VTEK,3661
2000,0.29661289,VTEK,3661
1996,0.336880793,WLDA,4522
1997,0.3426,WLDA,4522
1998,0.348628155,WLDA,4522
1999,0.338971142,WLDA,4522
2000,0.34632565,WLDA,4522
1996,0.35,CPC.2,7500
1997,0.35,CPC.2,7500
1998,0.340959938,CPC.2,7500
1999,0.343,CPC.2,7500
2000,0.34669875,CPC.2,7500
1996,0.346690511,SFAM,3559
1997,0.365352677,SFAM,3559
1998,0.17862108,SFAM,3559
1999,0.241769652,SFAM,3559
2000,0.176423439,SFAM,3559
1996,0.35,APAC,7389
1997,0.340438446,APAC,7389
1998,0.331879226,APAC,7389
1999,0.312438658,APAC,7389
2000,0.34348153,APAC,7389
1996,0.35,DOFSQ,1381
1997,0.34955922,DOFSQ,1381
1998,0.35,DOFSQ,1381
1999,0.337046125,DOFSQ,1381
2000,0.33056561,DOFSQ,1381
1997,0.289356641,ELNT,3674
1998,0.331089333,ELNT,3674
1999,0.310435825,ELNT,3674
2000,0.35,ELNT,3674
1996,0.048766554,MRCR,1700
1997,0.057116596,MRCR,1700
1998,0.129126071,MRCR,1700
1999,0.045545434,MRCR,1700
2000,0.096180281,MRCR,1700
1996,0.349540222,UPR.1,1311
1997,0.343,UPR.1,1311
1998,0.35,UPR.1,1311
1999,0.33932565,UPR.1,1311
1996,0.175453132,SNUS,2835
1997,0.176968198,SNUS,2835
1998,0.074085032,SNUS,2835
1999,0.109497103,SNUS,2835
2000,0.165594111,SNUS,2835
1996,0.3512,GTBX,3751
1997,0.327124481,GTBX,3751
1996,0.102561212,BCKE.1,2050
1997,0.119187209,BCKE.1,2050
1998,0.144942462,BCKE.1,2050
1999,0.075636636,BCKE.1,2050
2000,0.134369675,BCKE.1,2050
1996,0.196439444,RICK,5810
1997,0.141267201,RICK,5810
1998,0.193649921,RICK,5810
1999,0.195682158,RICK,5810
2000,0.224136231,RICK,5810
1997,0.136738294,TINO,1000
1998,0.181604024,TINO,1000
1999,0.3196,TINO,1000
2000,0.299694403,TINO,1000
1996,0.324216882,POOL,5090
1997,0.329949412,POOL,5090
1998,0.33091417,POOL,5090
1999,0.335523688,POOL,5090
2000,0.340156519,POOL,5090
1996,0.250981358,AMCN.1,7990
1997,0.302410595,AMCN.1,7990
1998,0.322381954,AMCN.1,7990
1999,0.331279026,AMCN.1,7990
2000,0.308182364,AMCN.1,7990
1996,0.30702581,LGWX,7372
1997,0.31971562,LGWX,7372
1996,0.279444637,MVCO,1600
1997,0.255691735,MVCO,1600
1998,0.32630656,MVCO,1600
1999,0.288206993,MVCO,1600
2000,0.285311337,MVCO,1600
1996,0.055419826,3TCHPE,3661
1996,0.35,ADEX.,3825
1997,0.341164436,ADEX.,3825
1998,0.221477218,ADEX.,3825
1999,0.198391246,ADEX.,3825
2000,0.281749116,ADEX.,3825
1996,0.336,CUL.3,3580
1997,0.335114071,CUL.3,3580
1996,0.35,3HCIAA,2250
1997,0.341559248,3HCIAA,2250
1998,0.370304751,3HCIAA,2250
1999,0.328906092,3HCIAA,2250
2000,0.335614439,3HCIAA,2250
1996,0.318706718,SRS.1,8300
1997,0.219565277,SRS.1,8300
1998,0.242623583,SRS.1,8300
1999,0.212115335,SRS.1,8300
2000,0.267618478,SRS.1,8300
1996,0.132318041,GLIAQ,2834
1997,0.100054382,GLIAQ,2834
1998,0.153705565,GLIAQ,2834
1999,0.145265516,GLIAQ,2834
2000,0.125642134,GLIAQ,2834
1996,0.307024606,CLRX,7370
1997,0.261602048,CLRX,7370
1998,0.146553518,CLRX,7370
1999,0.100613645,CLRX,7370
2000,0.141598226,CLRX,7370
1996,0.258009702,3WIRLQ,4841
1997,0.13837432,3WIRLQ,4841
1998,0.156121662,3WIRLQ,4841
1996,0.334788186,ESIX,7373
1996,0.35,RSYS,3577
1997,0.334053431,RSYS,3577
1998,0.31449555,RSYS,3577
1999,0.328822441,RSYS,3577
2000,0.348393791,RSYS,3577
1997,0.347879226,HTV,4833
1998,0.347020112,HTV,4833
1999,0.35,HTV,4833
2000,0.349125515,HTV,4833
1997,0.340331127,ETEC.,3559
1998,0.339358445,ETEC.,3559
1999,0.302642746,ETEC.,3559
1996,0.35,IBI.1,5600
1997,0.35,IBI.1,5600
1998,0.35,IBI.1,5600
1999,0.35,IBI.1,5600
2000,0.35,IBI.1,5600
1996,0.248135939,DELI,5812
1997,0.280270144,DELI,5812
1998,0.295799926,DELI,5812
1999,0.280552676,DELI,5812
2000,0.273920857,DELI,5812
1997,0.128312099,PCYC,2835
1998,0.144130172,PCYC,2835
1999,0.114122549,PCYC,2835
2000,0.18248478,PCYC,2835
1997,0.070774384,3SHPI,3089
1998,0.112504118,3SHPI,3089
1999,0.078029045,3SHPI,3089
2000,0.103756203,3SHPI,3089
1996,0.340664396,UMG.Z,4841
1997,0.30149797,UMG.Z,4841
1998,0.343,UMG.Z,4841
1999,0.260894762,UMG.Z,4841
1996,0.140998973,APLD.,5045
1997,0.075765617,APLD.,5045
1996,0.3296816,NMBS,3695
1997,0.328977203,NMBS,3695
1996,0.293506745,SGH.1,8050
1996,0.295891872,DWRX,7373
1997,0.279647579,DWRX,7373
1996,0.276313512,DSGR,2631
1997,0.300546926,DSGR,2631
1998,0.311664051,DSGR,2631
1999,0.323377767,DSGR,2631
2000,0.34,DSGR,2631
1996,0.313328636,CCTI.,7372
1996,0.236326805,3GJCOE,5940
1998,0.345855842,PMORQ,5912
1999,0.346674064,PMORQ,5912
2000,0.336616493,PMORQ,5912
1996,0.282319196,SHCR,8011
1997,0.305569169,SHCR,8011
1998,0.34155514,SHCR,8011
1996,0.35,DVA,8090
1997,0.3498,DVA,8090
1998,0.348181738,DVA,8090
1999,0.347773019,DVA,8090
2000,0.347159248,DVA,8090
1997,0.042364189,VGDAQ,4512
1998,0.158138707,VGDAQ,4512
1999,0.090228185,VGDAQ,4512
2000,0.108873674,VGDAQ,4512
1996,0.270109354,TLCC.,2834
1997,0.195599214,TLCC.,2834
1998,0.279892228,TLCC.,2834
1986,0.452927111,Q.2,4813
1987,0.37362316,Q.2,4813
1988,0.34,Q.2,4813
1989,0.325588796,Q.2,4813
1990,0.324423462,Q.2,4813
1991,0.34,Q.2,4813
1992,0.34,Q.2,4813
1993,0.338834724,Q.2,4813
1994,0.35,Q.2,4813
1995,0.347326153,Q.2,4813
1996,0.35,Q.2,4813
1997,0.35,Q.2,4813
1998,0.35,Q.2,4813
1999,0.343,Q.2,4813
2000,0.341518223,Q.2,4813
1996,0.089879127,OPK,8071
1997,0.092214449,OPK,8071
1998,0.140411541,OPK,8071
1999,0.077952523,OPK,8071
2000,0.133508819,OPK,8071
1996,0.344031731,HSIC,5047
1997,0.3358,HSIC,5047
1998,0.3496,HSIC,5047
1999,0.343,HSIC,5047
2000,0.343,HSIC,5047
1996,0.105009099,MLSS,3843
1997,0.103591777,MLSS,3843
1998,0.109275034,MLSS,3843
1999,0.085381619,MLSS,3843
2000,0.120394131,MLSS,3843
1996,0.3504,HYSL,7372
1997,0.338444976,HYSL,7372
1998,0,HYSL,7372
1999,0,HYSL,7372
2000,0.345537122,HYSL,7372
1996,0.127108104,PERC,3841
1997,0.077698057,PERC,3841
1998,0.171566546,PERC,3841
1996,0.339553359,WIKD,2082
1997,0.260606374,WIKD,2082
1996,0.100357628,3RTEC,3674
1997,0.046917495,3RTEC,3674
1996,0.160499062,SANO,2834
1996,0.341340267,MMWW,7373
1997,0.33744835,MMWW,7373
1998,0.347359248,MMWW,7373
1999,0.32555039,MMWW,7373
1996,0.104073321,GELX,2834
1997,0.086234315,GELX,2834
1998,0.158371108,GELX,2834
1999,0.110457071,GELX,2834
1997,0.321867332,HHCA,8082
1998,0.332114085,HHCA,8082
1996,0.347252097,SNDK,3572
1997,0.347879226,SNDK,3572
1998,0.341793177,SNDK,3572
1999,0.338128011,SNDK,3572
2000,0.344660213,SNDK,3572
1998,0.327758445,CNVT,3711
1999,0.34,CNVT,3711
2000,0.171266952,CNVT,3711
1997,0.343,SWM,2621
1998,0.348360277,SWM,2621
1999,0.342788784,SWM,2621
2000,0.338616684,SWM,2621
1996,0.34217694,9258B,3490
1997,0.341531035,9258B,3490
1998,0.338647738,9258B,3490
1999,0.31212316,9258B,3490
1995,0.34,9259A,2800
1996,0.343,9259A,2800
1997,0.336,9259A,2800
1996,0.116083565,ADAM.1,7372
1997,0.129210119,ADAM.1,7372
1998,0.143145991,ADAM.1,7372
1999,0.045273412,ADAM.1,7372
2000,0.140665346,ADAM.1,7372
1996,0.135323112,MDWV,3841
1997,0.09884679,MDWV,3841
1998,0.154293058,MDWV,3841
1999,0.092387086,MDWV,3841
2000,0.149893883,MDWV,3841
1997,0.179798448,MMCI,2320
1998,0.283423904,MMCI,2320
1999,0.187823342,MMCI,2320
2000,0.31264923,MMCI,2320
1996,0.339574921,NSCI,8011
1997,0.333694524,NSCI,8011
1996,0.164119616,ESAN,3576
1997,0.101036672,ESAN,3576
1998,0.092864264,ESAN,3576
1999,0.092301559,ESAN,3576
2000,0.127245203,ESAN,3576
1997,0.346528469,VSIO,7372
1998,0.343,VSIO,7372
1999,0.339108084,VSIO,7372
1996,0.35,JJZ,3080
1997,0.3498,JJZ,3080
1998,0.343,JJZ,3080
1999,0.35,JJZ,3080
2000,0.35,JJZ,3080
1996,0.194452423,SCHA.1,5500
1997,0.133159429,SCHA.1,5500
1998,0.247509653,SCHA.1,5500
1999,0.295968423,SCHA.1,5500
2000,0.363492699,SCHA.1,5500
1997,0.166916098,HCDC,7372
1998,0.188677891,HCDC,7372
1999,0.079328405,HCDC,7372
2000,0.194969126,HCDC,7372
1997,0.178994136,ASFI,6153
1998,0.142496726,ASFI,6153
1999,0.290771618,ASFI,6153
2000,0.328063196,ASFI,6153
1997,0.262840219,ANVB,7370
1998,0.294222826,ANVB,7370
1999,0.203801851,ANVB,7370
2000,0.198380268,ANVB,7370
1996,0.147334369,KIDQ,8351
1997,0.228608584,KIDQ,8351
1998,0.27139649,KIDQ,8351
1999,0.233088121,KIDQ,8351
2000,0.305574681,KIDQ,8351
1996,0.313079202,APMC,7372
1997,0.306035953,APMC,7372
1998,0.295643007,APMC,7372
1999,0.13626232,APMC,7372
2000,0.171594401,APMC,7372
1996,0.35,LXK,3577
1997,0.35,LXK,3577
1998,0.3498,LXK,3577
1999,0.336,LXK,3577
2000,0.34827794,LXK,3577
1996,0.329508084,LUMI,3825
1997,0.15,LUMI,3825
1998,0.291271376,LUMI,3825
1999,0.203240004,LUMI,3825
1996,0.233237128,AMXC,3669
1997,0.293029438,AMXC,3669
1998,0.318373505,AMXC,3669
1999,0.34,AMXC,3669
2000,0.34,AMXC,3669
1996,0.306342821,ADVS,7372
1997,0.298743628,ADVS,7372
1998,0.373484032,ADVS,7372
1999,0.331851172,ADVS,7372
2000,0.318774934,ADVS,7372
1996,0.124118636,3CLYS,7372
1997,0.098499937,3CLYS,7372
1998,0.208473014,3CLYS,7372
1999,0.097355693,3CLYS,7372
2000,0.184519785,3CLYS,7372
1997,0.196293298,PHTN,3825
1998,0.161456952,PHTN,3825
1999,0.28956214,PHTN,3825
2000,0.350311859,PHTN,3825
1996,0.329630631,AEIS,3679
1997,0.350121439,AEIS,3679
1998,0.34,AEIS,3679
1999,0.34612565,AEIS,3679
2000,0.35,AEIS,3679
1996,0.340959248,CBZ.1,7359
1997,0.33160554,CBZ.1,7359
1998,0.346874064,CBZ.1,7359
1997,0.087656815,EMBR.,9995
1998,0.145282256,EMBR.,9995
1999,0.114727048,EMBR.,9995
2000,0.140001096,EMBR.,9995
1996,0.313093338,FCWI,6324
1997,0.318060186,FCWI,6324
1998,0.307174774,FCWI,6324
1996,0.347490637,IDXC,7373
1997,0.348843964,IDXC,7373
1998,0.3504,IDXC,7373
1999,0.28940871,IDXC,7373
2000,0.38,IDXC,7373
1997,0.343,EL,2844
1998,0.346558445,EL,2844
1999,0.341043642,EL,2844
2000,0.34196441,EL,2844
1996,0.129528403,AMNA.1,7372
1997,0.20596689,AMNA.1,7372
1998,0.108698232,AMNA.1,7372
1999,0.059478828,AMNA.1,7372
2000,0.146782838,AMNA.1,7372
1996,0.36911028,SCOP.,7372
1996,0.143514207,SCUR,7372
1997,0.161897376,SCUR,7372
1998,0.238117357,SCUR,7372
1999,0.063804163,SCUR,7372
2000,0.105301624,SCUR,7372
1997,0.336517705,SIMNQ,4213
1998,0.311881645,SIMNQ,4213
1999,0.3354,SIMNQ,4213
2000,0.33815997,SIMNQ,4213
1997,0.309865774,INFM,7372
1998,0.320895986,INFM,7372
1999,0.319953001,INFM,7372
2000,0.128167687,INFM,7372
1996,0.322324297,WAT,3826
1997,0.341079226,WAT,3826
1998,0.35,WAT,3826
1999,0.336,WAT,3826
2000,0.35,WAT,3826
1996,0.30949624,CFCI,3490
1997,0.293427419,CFCI,3490
1998,0.332703884,CFCI,3490
1999,0.30436473,CFCI,3490
2000,0.304714922,CFCI,3490
1998,0.099900891,HW,3272
1999,0.120090162,HW,3272
2000,0.192726013,HW,3272
1997,0.086007588,HBCO,4833
1996,0.359481122,SAM,2082
1997,0.314087021,SAM,2082
1998,0.332104751,SAM,2082
1999,0.341518266,SAM,2082
2000,0.3498,SAM,2082
1997,0.28919819,CDV.1,4210
1998,0.302168796,CDV.1,4210
1999,0.312362397,CDV.1,4210
2000,0.34,CDV.1,4210
1996,0.257223916,ESC,8300
1997,0.245210225,ESC,8300
1998,0.267050917,ESC,8300
1999,0.261838896,ESC,8300
2000,0.233017472,ESC,8300
1996,0.3426,IVAC,3559
1997,0.331833748,IVAC,3559
1998,0.321024156,IVAC,3559
1999,0.35,IVAC,3559
2000,0.34,IVAC,3559
1997,0.245508636,NETTQ,7812
1998,0.277859212,NETTQ,7812
1999,0.147831141,NETTQ,7812
1996,0.348955734,NTAP,3572
1997,0.3366,NTAP,3572
1998,0.3506,NTAP,3572
1999,0.35,NTAP,3572
2000,0.35,NTAP,3572
1996,0.3512,SSTI.1,3674
1997,0.276591017,SSTI.1,3674
1998,0.130317877,SSTI.1,3674
1999,0.193824333,SSTI.1,3674
2000,0.35,SSTI.1,3674
1996,0.187599749,3WFFI,6141
1996,0.347574491,AMRN.,6351
1997,0.343,AMRN.,6351
1998,0.340995511,AMRN.,6351
1995,0.3498,BGF.1,2750
1996,0.349673013,BGF.1,2750
1997,0.337623616,BGF.1,2750
1998,0.35,BGF.1,2750
1996,0.35,BKI.1,2611
1997,0.349552467,BKI.1,2611
1998,0.35,BKI.1,2611
1999,0.35,BKI.1,2611
2000,0.347074064,BKI.1,2611
1996,0.131037811,GYNE,3841
1997,0.332965873,PRXL,8731
1998,0.3428,PRXL,8731
1999,0.343,PRXL,8731
2000,0.336,PRXL,8731
1996,0.098723156,PGNS,2836
1997,0.073519435,PGNS,2836
1998,0.147974481,PGNS,2836
1999,0.126751224,PGNS,2836
1996,0.101410338,YILD,3559
1997,0.106179779,YILD,3559
1998,0.09768677,YILD,3559
1996,0.200398158,CFLO.,3845
1996,0.167515585,CLFY,7372
1997,0.33736593,CLFY,7372
1998,0.348190903,CLFY,7372
1999,0.345520647,CLFY,7372
1997,0.347455376,FCFC,6153
1998,0.35,FCFC,6153
1999,0.284622563,FCFC,6153
2000,0.305690482,FCFC,6153
1996,0.192843417,ZANE,7370
1997,0.14442328,ZANE,7370
1998,0.196371989,ZANE,7370
1999,0.151860453,ZANE,7370
2000,0.1478581,ZANE,7370
1996,0.35,9276A,4991
1997,0.3428,9276A,4991
1998,0.35,9276A,4991
1999,0.340158445,9276A,4991
2000,0.344558913,9276A,4991
1996,0.316311021,CGIX.1,7373
1997,0.286351535,CGIX.1,7373
1996,0.273210501,CISC,7377
1997,0.35,CISC,7377
1998,0.21491062,CISC,7377
1999,0.146375782,CISC,7377
2000,0.115862959,CISC,7377
1996,0.3364,PIXR,7812
1997,0.346711089,PIXR,7812
1998,0.33852565,PIXR,7812
1999,0.35,PIXR,7812
2000,0.33457826,PIXR,7812
1996,0.342940222,NWPX,3317
1997,0.330869666,NWPX,3317
1998,0.338979047,NWPX,3317
1999,0.346250611,NWPX,3317
2000,0.369333186,NWPX,3317
1996,0.339155024,BMRQ,3674
1997,0.310319757,BMRQ,3674
1997,0.323708902,EAGL.1,4731
1998,0.337967813,EAGL.1,4731
1999,0.3286,EAGL.1,4731
2000,0.337086343,EAGL.1,4731
1996,0.290738256,METG,8700
1997,0.253561297,METG,8700
1998,0.34,METG,8700
1999,0.282875283,METG,8700
2000,0.295473649,METG,8700
1997,0.297001482,OSII.,7372
1998,0.293337825,OSII.,7372
1999,0.06490797,OSII.,7372
2000,0.145040692,OSII.,7372
1997,0.338488789,RTEL,8093
1998,0.325017324,RTEL,8093
1999,0.31937805,RTEL,8093
2000,0.35,RTEL,8093
1996,0.137732106,WSTL,3661
1997,0.144114794,WSTL,3661
1998,0.105883356,WSTL,3661
1999,0.19378886,WSTL,3661
2000,0.180075585,WSTL,3661
1997,0.307238303,HAHI,8300
1998,0.149587961,HAHI,8300
1999,0.161463393,HAHI,8300
2000,0.213421649,HAHI,8300
1997,0.085199344,NVAX,2836
1998,0.081849792,NVAX,2836
1999,0.056491848,NVAX,2836
2000,0.125345194,NVAX,2836
1996,0.116636802,ACCL,7372
1997,0.13773971,ACCL,7372
1998,0.179144022,ACCL,7372
1999,0.20579746,ACCL,7372
2000,0.245975502,ACCL,7372
1996,0.3506,WPACQ,4512
1997,0,ELUR,5045
1998,0,ELUR,5045
1999,0.096351293,ELUR,5045
2000,0.144204032,ELUR,5045
1997,0.327873166,LTRE,8200
1998,0.369109148,LTRE,8200
1999,0.335335803,LTRE,8200
2000,0.35,LTRE,8200
1996,0.343,TRFX.,7389
1997,0.342911444,TRFX.,7389
